 train       observed       predicted
 y     1.265236E+01     1.267429E+01
 y     1.038903E+01     1.037324E+01
 y     1.198294E+01     1.205051E+01
 y     1.210072E+01     1.216364E+01
 y     1.191840E+01     1.142257E+01
 y     1.286100E+01     1.279529E+01
 y     1.148745E+01     1.198350E+01
 y     1.242119E+01     1.253900E+01
 y     1.177530E+01     1.152275E+01
 y     1.203173E+01     1.168254E+01
 y     1.270230E+01     1.301046E+01
 y     1.075792E+01     1.188580E+01
 y     1.300808E+01     1.283084E+01
 y     1.203173E+01     1.201152E+01
 y     1.251540E+01     1.195595E+01
 y     1.085902E+01     1.160803E+01
 y     1.191840E+01     1.193192E+01
 y     1.096822E+01     1.113484E+01
 y     1.295985E+01     1.313090E+01
 y     1.304332E+01     1.274374E+01
 y     1.257764E+01     1.320831E+01
 y     1.008585E+01     1.046391E+01
 y     1.081980E+01     1.068222E+01
 y     1.141863E+01     1.153151E+01
 y     1.059666E+01     1.076731E+01
 y     1.100212E+01     1.136724E+01
 y     1.261487E+01     1.250171E+01
 y     1.299453E+01     1.292384E+01
 y     1.095082E+01     1.157155E+01
 y     1.287902E+01     1.278620E+01
 y     1.101865E+01     1.120256E+01
 y     1.207198E+01     1.179319E+01
 y     1.139640E+01     1.122894E+01
 y     1.144037E+01     1.123754E+01
 y     1.263461E+01     1.250400E+01
 y     1.279386E+01     1.271487E+01
 y     1.260820E+01     1.234177E+01
 y     1.303463E+01     1.223550E+01
 y     1.208954E+01     1.168010E+01
 y     1.305836E+01     1.296203E+01
 y     9.770013E+00     1.074597E+01
 y     1.212758E+01     1.194612E+01
 y     1.226905E+01     1.218811E+01
 y     1.087807E+01     1.159835E+01
 y     1.260485E+01     1.252638E+01
 y     9.615872E+00     1.152325E+01
 y     1.338088E+01     1.313416E+01
 y     1.281053E+01     1.312491E+01
 y     1.317116E+01     1.224227E+01
 y     1.245645E+01     1.233985E+01
 y     1.012667E+01     1.072386E+01
 y     1.298769E+01     1.288925E+01
 y     1.254255E+01     1.250136E+01
 y     1.273670E+01     1.280182E+01
 y     1.215478E+01     1.214168E+01
 y     1.230091E+01     1.216258E+01
 y     1.199844E+01     1.143439E+01
 y     1.188450E+01     1.216715E+01
 y     1.191171E+01     1.180428E+01
 y     1.095082E+01     1.061449E+01
 y     1.204061E+01     1.163301E+01
 y     1.283468E+01     1.274153E+01
 y     1.191840E+01     1.194568E+01
 y     1.330469E+01     1.333257E+01
 y     1.254255E+01     1.264865E+01
 y     1.324015E+01     1.313029E+01
 y     1.343718E+01     1.285899E+01
 y     1.140758E+01     1.198695E+01
 y     1.065728E+01     1.186962E+01
 y     1.262807E+01     1.251443E+01
 y     1.328788E+01     1.304580E+01
 y     1.264433E+01     1.252864E+01
 y     1.077898E+01     1.179255E+01
 y     1.302144E+01     1.281880E+01
 y     1.277988E+01     1.283599E+01
 y     1.272189E+01     1.247111E+01
 y     1.242922E+01     1.278349E+01
 y     1.260115E+01     1.254982E+01
 y     1.230139E+01     1.212862E+01
 y     1.218076E+01     1.189875E+01
 y     1.246844E+01     1.215631E+01
 y     1.275130E+01     1.281362E+01
 y     1.237582E+01     1.223071E+01
 y     1.236735E+01     1.232437E+01
 y     1.156173E+01     1.150567E+01
 y     1.313232E+01     1.315460E+01
 y     1.198294E+01     1.189651E+01
 y     1.138996E+01     1.123987E+01
 y     1.312237E+01     1.307656E+01
 y     1.188450E+01     1.189518E+01
 y     1.138737E+01     1.078307E+01
 y     1.216786E+01     1.198816E+01
 y     1.236735E+01     1.247631E+01
 y     1.380293E+01     1.393579E+01
 y     1.353447E+01     1.267429E+01
 y     1.173608E+01     1.216832E+01
 y     1.308154E+01     1.256075E+01
 y     1.153374E+01     1.211161E+01
 y     1.195119E+01     1.183181E+01
 y     1.290669E+01     1.259029E+01
 y     1.195119E+01     1.205465E+01
 y     1.132661E+01     1.160847E+01
 y     1.281584E+01     1.252017E+01
 y     1.085902E+01     1.070509E+01
 y     1.289169E+01     1.293476E+01
 y     1.191840E+01     1.222667E+01
 y     1.155216E+01     1.113799E+01
 y     1.214420E+01     1.192289E+01
 y     1.229225E+01     1.215395E+01
 y     1.238003E+01     1.107197E+01
 y     1.155216E+01     1.217396E+01
 y     1.257764E+01     1.312331E+01
 y     1.225962E+01     1.209782E+01
 y     1.214951E+01     1.209218E+01
 y     1.157120E+01     1.148450E+01
 y     1.115626E+01     1.146301E+01
 y     1.143443E+01     1.059227E+01
 y     1.067362E+01     1.091695E+01
 y     1.301701E+01     1.289662E+01
 y     1.279386E+01     1.186949E+01
 y     1.266824E+01     1.217787E+01
 y     1.362918E+01     1.285227E+01
 y     1.205816E+01     1.178922E+01
 y     1.264110E+01     1.259929E+01
 y     1.207255E+01     1.173004E+01
 y     1.188450E+01     1.184742E+01
 y     1.284793E+01     1.259612E+01
 y     1.193820E+01     1.187048E+01
 y     1.216786E+01     1.212508E+01
 y     1.218076E+01     1.201043E+01
 y     1.152289E+01     1.146684E+01
 y     1.269158E+01     1.211451E+01
 y     1.197036E+01     1.215362E+01
 y     1.204356E+01     1.199894E+01
 y     1.175116E+01     1.120414E+01
 y     1.234584E+01     1.208026E+01
 y     1.306049E+01     1.297650E+01
 y     1.181304E+01     1.142775E+01
 y     1.272189E+01     1.287925E+01
 y     1.259473E+01     1.237919E+01
 y     1.210072E+01     1.183507E+01
 y     1.308154E+01     1.295518E+01
 y     1.290421E+01     1.278470E+01
 y     1.200763E+01     1.162788E+01
 y     1.275708E+01     1.269577E+01
 y     1.175979E+01     1.168868E+01
 y     1.210093E+01     1.230040E+01
 y     1.267608E+01     1.244158E+01
 y     1.191104E+01     1.131630E+01
 y     1.081780E+01     1.155196E+01
 y     1.264433E+01     1.249783E+01
 y     1.174325E+01     1.189998E+01
 y     1.178296E+01     1.198135E+01
 y     1.201371E+01     1.217531E+01
 y     1.256025E+01     1.245143E+01
 y     1.229225E+01     1.226351E+01
 y     1.163072E+01     1.152413E+01
 y     1.283468E+01     1.250345E+01
 y     1.139640E+01     1.148356E+01
 y     1.248749E+01     1.220790E+01
 y     1.251356E+01     1.251076E+01
 y     1.226435E+01     1.214442E+01
 y     1.240082E+01     1.212388E+01
 y     1.199227E+01     1.183864E+01
 y     1.356062E+01     1.365592E+01
 y     1.238422E+01     1.253587E+01
 y     1.281039E+01     1.251630E+01
 y     1.160824E+01     1.131846E+01
 y     1.163405E+01     1.205636E+01
 y     1.238840E+01     1.229403E+01
 y     1.124506E+01     1.150771E+01
 y     1.208954E+01     1.243719E+01
 y     1.025769E+01     1.030040E+01
 y     1.336923E+01     1.324142E+01
 y     1.368654E+01     1.331374E+01
 y     1.359237E+01     1.072465E+01
 y     1.284793E+01     1.259974E+01
 y     9.830971E+00     1.034471E+01
 y     1.140758E+01     1.118431E+01
 y     1.235018E+01     1.271686E+01
 y     1.313429E+01     1.273958E+01
 y     9.615872E+00     1.137947E+01
 y     1.095082E+01     1.138499E+01
 y     1.024000E+01     1.127736E+01
 y     1.037368E+01     1.089663E+01
 y     1.165270E+01     1.150808E+01
 y     1.250618E+01     1.228773E+01
 y     1.238839E+01     1.242490E+01
 y     1.179585E+01     1.193055E+01
 y     1.304548E+01     1.333104E+01
 y     1.278269E+01     1.272181E+01
 y     1.227840E+01     1.171174E+01
 y     1.271890E+01     1.263645E+01
 y     1.318063E+01     1.263695E+01
 y     1.196241E+01     1.216037E+01
 y     1.257764E+01     1.257646E+01
 y     1.287774E+01     1.224276E+01
 y     1.244902E+01     1.234379E+01
 y     1.215426E+01     1.199469E+01
 y     1.128979E+01     1.199002E+01
 y     1.319562E+01     1.296758E+01
 y     1.257764E+01     1.276295E+01
 y     1.216003E+01     1.208357E+01
 y     1.230139E+01     1.226992E+01
 y     1.169526E+01     1.209657E+01
 y     1.169526E+01     1.137278E+01
 y     1.041634E+01     1.114300E+01
 y     1.238840E+01     1.230839E+01
 y     1.151294E+01     1.151915E+01
 y     1.282396E+01     1.280845E+01
 y     1.422098E+01     1.334163E+01
 y     1.372120E+01     1.331625E+01
 y     1.221603E+01     1.238683E+01
 y     1.190497E+01     1.241241E+01
 y     1.250618E+01     1.210429E+01
 y     1.198294E+01     1.263874E+01
 y     9.581973E+00     1.054370E+01
 y     1.332281E+01     1.337224E+01
 y     1.012667E+01     1.077353E+01
 y     1.165270E+01     1.152358E+01
 y     1.274432E+01     1.300597E+01
 y     1.297154E+01     1.308273E+01
 y     1.365886E+01     1.334297E+01
 y     1.204061E+01     1.212124E+01
 y     1.282126E+01     1.262809E+01
 y     1.350613E+01     1.304545E+01
 y     1.156286E+01     1.189678E+01
 y     1.349943E+01     1.313099E+01
 y     1.269925E+01     1.259502E+01
 y     1.356062E+01     1.332840E+01
 y     1.256025E+01     1.236599E+01
 y     1.270685E+01     1.260791E+01
 y     1.232386E+01     1.240827E+01
 y     1.268386E+01     1.232416E+01
 y     1.012667E+01     1.082863E+01
 y     1.270685E+01     1.261491E+01
 y     1.258793E+01     1.266345E+01
 y     1.188450E+01     1.096068E+01
 y     1.375364E+01     1.375837E+01
 y     1.060906E+01     1.100845E+01
 y     1.148248E+01     1.122604E+01
 y     1.266033E+01     1.258838E+01
 y     1.184940E+01     1.188248E+01
 y     1.212812E+01     1.185952E+01
 y     1.128979E+01     1.225147E+01
 y     1.309191E+01     1.228713E+01
 y     1.295985E+01     1.284375E+01
 y     1.186006E+01     1.171917E+01
 y     9.544739E+00     1.029993E+01
 y     1.210072E+01     1.196898E+01
 y     1.102028E+01     1.154280E+01
 y     1.081980E+01     1.086235E+01
 y     1.189751E+01     1.173744E+01
 y     1.279940E+01     1.253416E+01
 y     1.150289E+01     1.167546E+01
 y     1.248749E+01     1.278912E+01
 y     1.052140E+01     1.119538E+01
 y     1.326733E+01     1.257757E+01
 y     1.230139E+01     1.202198E+01
 y     1.101042E+01     1.105441E+01
 y     1.170273E+01     1.151268E+01
 y     1.114910E+01     1.136186E+01
 y     1.125805E+01     1.131181E+01
 y     1.024000E+01     1.076581E+01
 y     1.218588E+01     1.210957E+01
 y     1.252271E+01     1.246376E+01
 y     1.254255E+01     1.269715E+01
 y     1.349393E+01     1.302045E+01
 y     1.273670E+01     1.269718E+01
 y     1.182774E+01     1.143831E+01
 y     1.201371E+01     1.121058E+01
 y     1.108216E+01     1.122418E+01
 y     1.214951E+01     1.200937E+01
 y     1.291780E+01     1.297695E+01
 y     1.333748E+01     1.349336E+01
 y     1.284793E+01     1.308101E+01
 y     1.378247E+01     1.385213E+01
 y     1.188450E+01     1.205489E+01
 y     1.330801E+01     1.248950E+01
 y     1.227886E+01     1.231032E+01
 y     1.206394E+01     1.201186E+01
 y     1.169526E+01     1.188051E+01
 y     1.161909E+01     1.176921E+01
 y     1.275130E+01     1.258212E+01
 y     1.062135E+01     1.251501E+01
 y     1.203766E+01     1.170311E+01
 y     1.169526E+01     1.188643E+01
 y     1.242922E+01     1.255584E+01
 y     1.190159E+01     1.127140E+01
 y     1.160824E+01     1.141474E+01
 y     1.151294E+01     1.134452E+01
 y     1.180560E+01     1.166971E+01
 y     1.191171E+01     1.188265E+01
 y     1.338627E+01     1.365219E+01
 y     1.122526E+01     1.103403E+01
 y     1.270685E+01     1.261395E+01
 y     1.291164E+01     1.261663E+01
 y     1.261154E+01     1.227803E+01
 y     1.347302E+01     1.272817E+01
 y     1.538413E+01     1.433706E+01
 y     1.353447E+01     1.291520E+01
 y     1.354763E+01     1.348386E+01
 y     1.182042E+01     1.149616E+01
 y     1.140758E+01     1.223035E+01
 y     1.255810E+01     1.262944E+01
 y     1.220107E+01     1.216052E+01
 y     1.252997E+01     1.225301E+01
 y     1.317875E+01     1.312275E+01
 y     1.204942E+01     1.185807E+01
 y     1.227840E+01     1.186145E+01
 y     1.131449E+01     1.130356E+01
 y     1.250247E+01     1.227224E+01
 y     1.200151E+01     1.219512E+01
 y     1.248352E+01     1.191559E+01
 y     1.240531E+01     1.279934E+01
 y     1.210072E+01     1.238664E+01
 y     1.317116E+01     1.293367E+01
 y     1.171587E+01     1.154561E+01
 y     1.160824E+01     1.128209E+01
 y     1.118444E+01     1.080977E+01
 y     1.162626E+01     1.130336E+01
 y     1.289922E+01     1.255236E+01
 y     1.212812E+01     1.153901E+01
 y     1.287390E+01     1.256846E+01
 y     1.312105E+01     1.300055E+01
 y     1.463309E+01     1.397908E+01
 y     1.241715E+01     1.241690E+01
 y     1.184940E+01     1.133189E+01
 y     1.207255E+01     1.144012E+01
 y     1.359860E+01     1.342454E+01
 y     1.142955E+01     1.165725E+01
 y     1.292391E+01     1.279056E+01
 y     1.289922E+01     1.318777E+01
 y     1.324370E+01     1.256588E+01
 y     1.111246E+01     1.141035E+01
 y     9.305741E+00     1.076689E+01
 y     1.235018E+01     1.238499E+01
 y     1.224647E+01     1.241574E+01
 y     1.315192E+01     1.303564E+01
 y     1.365299E+01     1.277175E+01
 y     1.240902E+01     1.225289E+01
 y     1.293604E+01     1.274794E+01
 y     1.360479E+01     1.345899E+01
 y     1.087807E+01     1.107213E+01
 y     1.169526E+01     1.154066E+01
 y     1.283710E+01     1.298217E+01
 y     1.218076E+01     1.250542E+01
 y     1.128979E+01     1.160112E+01
 y     9.581973E+00     1.051654E+01
 y     1.037352E+01     1.104190E+01
 y     1.306049E+01     1.297792E+01
 y     1.120505E+01     1.152220E+01
 y     1.270685E+01     1.265154E+01
 y     1.270685E+01     1.248232E+01
 y     1.322673E+01     1.339483E+01
 y     1.272189E+01     1.258246E+01
 y     1.228304E+01     1.220545E+01
 y     1.261154E+01     1.244753E+01
 y     1.198294E+01     1.231231E+01
 y     1.008585E+01     1.066679E+01
 y     1.317116E+01     1.275173E+01
 y     1.284133E+01     1.308011E+01
 y     1.169955E+01     1.140107E+01
 y     1.040429E+01     1.108889E+01
 y     1.260485E+01     1.253720E+01
 y     1.157120E+01     1.165482E+01
 y     1.286100E+01     1.251881E+01
 y     1.085902E+01     1.187659E+01
 y     9.903538E+00     1.091808E+01
 y     1.205526E+01     1.194362E+01
 y     1.165270E+01     1.160869E+01
 y     1.254255E+01     1.257592E+01
 y     1.173608E+01     1.193708E+01
 y     1.225487E+01     1.194164E+01
 y     1.306049E+01     1.291756E+01
 y     1.242922E+01     1.244784E+01
 y     1.337390E+01     1.241982E+01
 y     1.232386E+01     1.223904E+01
 y     1.224289E+01     1.196604E+01
 y     1.220608E+01     1.220770E+01
 y     1.308674E+01     1.286358E+01
 y     1.171178E+01     1.178635E+01
 y     1.165270E+01     1.148777E+01
 y     1.246844E+01     1.240106E+01
 y     1.315966E+01     1.306013E+01
 y     1.218588E+01     1.219146E+01
 y     1.091874E+01     1.118375E+01
 y     1.232386E+01     1.205420E+01
 y     1.215478E+01     1.203622E+01
 y     1.188450E+01     1.204717E+01
 y     1.260485E+01     1.252375E+01
 y     1.243719E+01     1.235122E+01
 y     1.153274E+01     1.186481E+01
 y     1.212270E+01     1.148408E+01
 y     1.207255E+01     1.179592E+01
 y     1.225487E+01     1.166686E+01
 y     1.268541E+01     1.231117E+01
 y     1.205526E+01     1.184829E+01
 y     1.086859E+01     1.154176E+01
 y     9.841665E+00     1.040635E+01
 y     1.162626E+01     1.127893E+01
 y     1.236735E+01     1.218902E+01
 y     1.173608E+01     1.154076E+01
 y     1.165270E+01     1.161324E+01
 y     1.138510E+01     1.127107E+01
 y     1.177529E+01     1.178624E+01
 y     1.159451E+01     1.176551E+01
 y     1.380040E+01     1.365619E+01
 y     1.282800E+01     1.279171E+01
 y     1.195054E+01     1.182426E+01
 y     1.137367E+01     1.129747E+01
 y     1.269158E+01     1.246664E+01
 y     9.825580E+00     1.062462E+01
 y     1.230139E+01     1.225472E+01
 y     1.296921E+01     1.249439E+01
 y     1.046313E+01     1.126090E+01
 y     1.261487E+01     1.242877E+01
 y     1.333748E+01     1.341605E+01
 y     1.225487E+01     1.200936E+01
 y     1.145637E+01     1.114634E+01
 y     1.259473E+01     1.242033E+01
 y     1.238840E+01     1.231263E+01
 y     1.305836E+01     1.311430E+01
 y     1.266033E+01     1.252622E+01
 y     1.174405E+01     1.202681E+01
 y     1.350786E+01     1.364282E+01
 y     1.366469E+01     1.353115E+01
 y     1.365299E+01     1.312332E+01
 y     1.253178E+01     1.249748E+01
 y     1.219552E+01     1.216517E+01
 y     1.046313E+01     1.107496E+01
 y     1.291780E+01     1.270935E+01
 y     1.046313E+01     1.027232E+01
 y     1.299624E+01     1.296732E+01
 y     1.293604E+01     1.272987E+01
 y     1.197667E+01     1.150839E+01
 y     1.072549E+01     1.121213E+01
 y     1.299453E+01     1.266155E+01
 y     1.223077E+01     1.248728E+01
 y     1.069424E+01     1.081681E+01
 y     1.012667E+01     1.054609E+01
 y     1.365299E+01     1.351486E+01
 y     1.329967E+01     1.316579E+01
 y     1.223214E+01     1.230720E+01
 y     1.034177E+01     1.130264E+01
 y     9.852300E+00     1.079709E+01
 y     1.232386E+01     1.237370E+01
 y     1.249688E+01     1.252920E+01
 y     1.197036E+01     1.188482E+01
 y     1.257729E+01     1.275743E+01
 y     1.273670E+01     1.262911E+01
 y     1.254255E+01     1.246965E+01
 y     1.276854E+01     1.270812E+01
 y     1.267608E+01     1.273688E+01
 y     1.306474E+01     1.293928E+01
 y     1.330135E+01     1.258056E+01
 y     1.079960E+01     1.139189E+01
 y     1.230139E+01     1.256939E+01
 y     1.140646E+01     1.119098E+01
 y     1.352783E+01     1.257212E+01
 y     1.179056E+01     1.192231E+01
 y     1.212812E+01     1.217278E+01
 y     1.440330E+01     1.408052E+01
 y     1.100212E+01     1.083089E+01
 y     1.249501E+01     1.236091E+01
 y     1.062135E+01     1.123479E+01
 y     1.100212E+01     1.158202E+01
 y     1.071444E+01     1.125997E+01
 y     1.246844E+01     1.226852E+01
 y     1.238840E+01     1.231663E+01
 y     1.272189E+01     1.270369E+01
 y     1.008585E+01     1.049244E+01
 y     1.235882E+01     1.230695E+01
 y     1.018494E+01     1.068518E+01
 y     1.300133E+01     1.283375E+01
 y     1.169526E+01     1.175175E+01
 y     1.244902E+01     1.238401E+01
 y     1.156173E+01     1.222309E+01
 y     1.428430E+01     1.393791E+01
 y     9.384378E+00     1.039802E+01
 y     1.179811E+01     1.108102E+01
 y     1.217819E+01     1.197954E+01
