 train         node      observed        predicted
     y          297    0.126667E+002    0.124977E+002
     y          303    0.126082E+002    0.129801E+002
     y           10    0.116082E+002    0.117829E+002
     y           10    0.116082E+002    0.117829E+002
     y           28    0.111199E+002    0.107669E+002
     y          297    0.125136E+002    0.123260E+002
     y          303    0.112898E+002    0.121266E+002
     y          506    0.116699E+002    0.117359E+002
     y          507    0.117559E+002    0.113831E+002
     y          511    0.124252E+002    0.120578E+002
     y          247    0.117280E+002    0.115969E+002
     y          511    0.127654E+002    0.122649E+002
     y          302    0.119823E+002    0.115979E+002
     y          246    0.122453E+002    0.121908E+002
     y          302    0.126115E+002    0.119762E+002
     y          302    0.118130E+002    0.119762E+002
     y          146    0.142210E+002    0.146728E+002
     y          299    0.122036E+002    0.119522E+002
     y           72    0.135349E+002    0.134552E+002
     y          303    0.132446E+002    0.136319E+002
     y          302    0.123673E+002    0.118485E+002
     y          150    0.967878E+001    0.107047E+002
     y          150    0.114616E+002    0.107047E+002
     y          511    0.131422E+002    0.123338E+002
     y          302    0.107144E+002    0.112603E+002
     y          245    0.102036E+002    0.118561E+002
     y          146    0.138761E+002    0.136927E+002
     y          302    0.121548E+002    0.115608E+002
     y          511    0.127069E+002    0.124011E+002
     y          511    0.127038E+002    0.124235E+002
     y          298    0.127367E+002    0.129822E+002
     y          511    0.120725E+002    0.125108E+002
     y          302    0.111914E+002    0.117762E+002
     y          303    0.107144E+002    0.120296E+002
     y          299    0.121600E+002    0.115221E+002
     y          146    0.132289E+002    0.134905E+002
     y          147    0.134415E+002    0.134342E+002
     y          303    0.109331E+002    0.122644E+002
     y          147    0.136134E+002    0.135547E+002
     y          299    0.123216E+002    0.119708E+002
     y          296    0.109151E+002    0.112800E+002
     y           72    0.134660E+002    0.129803E+002
     y          297    0.119117E+002    0.121185E+002
     y          511    0.126115E+002    0.121648E+002
     y          303    0.125776E+002    0.127742E+002
     y          303    0.131519E+002    0.120749E+002
     y          302    0.129945E+002    0.122737E+002
     y          146    0.135411E+002    0.132971E+002
     y          297    0.122061E+002    0.127664E+002
     y          297    0.125245E+002    0.127664E+002
     y          296    0.126281E+002    0.104011E+002
     y           10    0.120725E+002    0.120517E+002
     y           10    0.120725E+002    0.120517E+002
     y          146    0.137402E+002    0.136520E+002
     y          302    0.130170E+002    0.125623E+002
     y          511    0.124192E+002    0.124036E+002
     y          303    0.115617E+002    0.119890E+002
     y           72    0.127077E+002    0.131222E+002
     y           72    0.126182E+002    0.131222E+002
     y           72    0.130390E+002    0.131222E+002
     y          303    0.130281E+002    0.125149E+002
     y            8    0.961587E+001    0.129638E+002
     y          298    0.129715E+002    0.123964E+002
     y          146    0.133847E+002    0.136038E+002
     y          299    0.113504E+002    0.115807E+002
     y          252    0.120436E+002    0.120447E+002
     y          298    0.132267E+002    0.125524E+002
     y           28    0.119398E+002    0.118802E+002
     y          303    0.121389E+002    0.119242E+002
     y          299    0.117361E+002    0.115882E+002
     y          150    0.117745E+002    0.117719E+002
     y          302    0.119184E+002    0.121169E+002
     y          297    0.124490E+002    0.125583E+002
     y          299    0.100213E+002    0.115241E+002
     y          150    0.103090E+002    0.947836E+001
     y          247    0.116699E+002    0.118030E+002
     y          297    0.128022E+002    0.125165E+002
     y          511    0.127189E+002    0.124179E+002
     y          510    0.119836E+002    0.119786E+002
     y          245    0.110620E+002    0.115218E+002
     y          302    0.114616E+002    0.113510E+002
     y          511    0.122061E+002    0.123813E+002
     y          299    0.125425E+002    0.123670E+002
     y          147    0.137142E+002    0.133815E+002
     y          303    0.127278E+002    0.127342E+002
     y          302    0.120137E+002    0.125172E+002
     y           26    0.117981E+002    0.125293E+002
     y          511    0.109853E+002    0.122296E+002
     y          511    0.119184E+002    0.123303E+002
     y          511    0.111548E+002    0.114435E+002
     y          511    0.127714E+002    0.123102E+002
     y          511    0.128077E+002    0.124244E+002
     y          147    0.133047E+002    0.133983E+002
     y          146    0.138155E+002    0.139639E+002
     y          299    0.123239E+002    0.117756E+002
     y          511    0.127396E+002    0.125134E+002
     y          299    0.112898E+002    0.118490E+002
     y          303    0.119640E+002    0.121727E+002
     y          299    0.129360E+002    0.123529E+002
     y          511    0.129384E+002    0.123159E+002
     y           72    0.132621E+002    0.132496E+002
     y          299    0.120377E+002    0.117239E+002
     y          303    0.979818E+001    0.115462E+002
     y          511    0.131993E+002    0.127504E+002
     y          302    0.122784E+002    0.122597E+002
     y          299    0.122784E+002    0.117713E+002
     y          299    0.118422E+002    0.117713E+002
     y          511    0.131042E+002    0.127261E+002
     y          511    0.126411E+002    0.123262E+002
     y          302    0.122779E+002    0.116668E+002
     y          246    0.120436E+002    0.121043E+002
     y          297    0.123502E+002    0.125562E+002
     y          511    0.136530E+002    0.130402E+002
     y          511    0.136352E+002    0.129246E+002
     y          511    0.119544E+002    0.124334E+002
     y          303    0.127069E+002    0.131360E+002
     y          510    0.128267E+002    0.121971E+002
     y          303    0.930574E+001    0.117873E+002
     y          247    0.120839E+002    0.119541E+002
     y          303    0.134994E+002    0.128261E+002
     y          245    0.117480E+002    0.110939E+002
     y          298    0.129715E+002    0.128615E+002
     y          511    0.111563E+002    0.121330E+002
     y          511    0.129380E+002    0.126231E+002
     y           27    0.120518E+002    0.121778E+002
     y          303    0.128145E+002    0.130641E+002
     y          296    0.118241E+002    0.113252E+002
     y          303    0.122259E+002    0.117933E+002
     y          303    0.129480E+002    0.119887E+002
     y          146    0.122784E+002    0.129590E+002
     y          511    0.132258E+002    0.125154E+002
     y           72    0.129945E+002    0.129565E+002
     y          303    0.123014E+002    0.124448E+002
     y          511    0.129360E+002    0.130731E+002
     y          299    0.119954E+002    0.121211E+002
     y          303    0.130395E+002    0.127831E+002
     y          296    0.125425E+002    0.122770E+002
     y          511    0.124411E+002    0.120870E+002
     y          302    0.130170E+002    0.128622E+002
     y          511    0.128479E+002    0.126896E+002
     y          252    0.117440E+002    0.119476E+002
     y          299    0.127671E+002    0.136629E+002
     y          303    0.112253E+002    0.115051E+002
     y          299    0.121442E+002    0.119133E+002
     y          511    0.125947E+002    0.125369E+002
     y          302    0.114296E+002    0.115317E+002
     y          511    0.125742E+002    0.128116E+002
     y          146    0.139066E+002    0.140498E+002
     y          511    0.129923E+002    0.124179E+002
     y          303    0.129945E+002    0.134877E+002
     y          303    0.125354E+002    0.122018E+002
     y           72    0.142473E+002    0.140043E+002
     y          245    0.116352E+002    0.114993E+002
     y          252    0.134060E+002    0.125807E+002
     y          511    0.132446E+002    0.124369E+002
     y          245    0.100859E+002    0.112360E+002
     y          245    0.108198E+002    0.112360E+002
     y          511    0.132177E+002    0.121953E+002
     y           72    0.128347E+002    0.131027E+002
     y          299    0.129336E+002    0.127506E+002
     y          302    0.112898E+002    0.114295E+002
     y           27    0.125093E+002    0.122383E+002
     y          247    0.117637E+002    0.116968E+002
     y           72    0.135606E+002    0.129598E+002
     y          302    0.130170E+002    0.132714E+002
     y          150    0.111199E+002    0.109635E+002
     y          299    0.124684E+002    0.124512E+002
     y          303    0.111704E+002    0.113225E+002
